PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%,YEAR
Greg Ostertag,UTA,31,7-2,280,Kansas,USA,1995,1,28,78,6.8,7.4,1.6,1.2,11.00%,17.60%,13.30%,50.60%,9.60%,2003
Hedo Turkoglu,SAS,25,6-10,220,None,Turkey,2000,1,16,80,9.2,4.5,1.9,11.7,2.50%,14.50%,17.70%,51.60%,12.20%,2003
Hiram Fuller,ATL,23,6-9,240,Fresno State,USA,Undrafted,Undrafted,Undrafted,4,2,2.8,0.5,2.7,6.90%,13.20%,14.40%,37.60%,9.50%,2003
Horace Grant,LAL,38,6-10,245,Clemson,USA,1987,1,10,55,4.1,4.2,1.3,0.3,7.00%,15.10%,11.30%,45.00%,9.80%,2003
Howard Eisley,PHX,31,6-2,180,Boston College,USA,1994,2,30,67,6.9,1.9,4.1,-5.8,1.40%,7.60%,18.40%,46.90%,31.00%,2003
Hubert Davis,NJN,34,6-5,183,North Carolina,USA,1992,1,20,17,0.2,0.5,0.2,3.7,2.80%,7.70%,9.00%,16.80%,8.30%,2003
Ime Udoka,LAL,26,6-5,215,Portland State,USA,Undrafted,Undrafted,Undrafted,4,2,1.3,0.5,-8,3.80%,15.40%,24.60%,37.20%,15.40%,2003
Ira Newble,CLE,29,6-7,220,Miami (Ohio),USA,Undrafted,Undrafted,Undrafted,64,4,2.4,1.1,-5.6,5.20%,7.30%,12.50%,42.90%,9.00%,2003
J.R. Bremer,GSW,23,6-2,185,St. Bonaventure,USA,Undrafted,Undrafted,Undrafted,36,3.3,1,1.4,-5.5,1.80%,6.20%,18.70%,35.40%,19.30%,2003
Jabari Smith,SAC,27,6-11,240,Louisiana State,USA,2000,2,45,31,2.1,1,0.4,-12.3,5.90%,11.40%,21.30%,40.60%,13.30%,2003
Jacque Vaughn,ATL,29,6-1,190,Kansas,USA,1997,1,27,71,3.8,1.6,2.7,-9.3,1.00%,8.30%,13.70%,44.00%,25.60%,2003
Jahidi White,PHX,28,6-9,290,Georgetown,USA,1998,2,43,62,4.2,4.2,0.1,-5.8,11.10%,18.30%,15.90%,53.20%,1.30%,2003
Jake Tsakalidis,MEM,25,7-2,290,None,Greece,2000,1,25,40,4.3,3.2,0.5,-2.9,7.10%,18.40%,15.20%,53.20%,5.40%,2003
Jake Voskuhl,PHX,26,6-11,245,Connecticut,USA,2000,2,33,66,6.6,5.2,0.9,-0.2,7.60%,14.10%,12.80%,57.70%,5.30%,2003
Jalen Rose,TOR,31,6-8,217,Michigan,USA,1994,1,13,66,15.5,4,5,-2.6,1.40%,9.30%,23.20%,48.50%,23.60%,2003
Jamaal Magloire,NOH,26,6-11,259,Kentucky,Canada,2000,1,19,82,13.6,10.3,1,-0.5,9.50%,21.40%,20.10%,55.10%,5.50%,2003
Jamaal Tinsley,IND,26,6-3,195,Iowa State,USA,2001,1,27,52,8.3,2.6,5.8,12.6,2.10%,8.20%,17.00%,54.10%,35.60%,2003
Jamal Crawford,CHI,24,6-5,190,Michigan,USA,2000,1,8,80,17.3,3.5,5.1,-5.7,1.50%,8.30%,25.20%,48.60%,27.00%,2003
Jamal Mashburn,NOH,31,6-8,247,Kentucky,USA,1993,1,4,19,20.8,6.2,2.5,1.8,2.60%,13.00%,28.90%,45.70%,12.30%,2003
Jamal Sampson,LAL,21,6-11,235,California,USA,2002,2,46,10,2.9,5.2,0.7,-9.1,14.50%,22.50%,11.50%,51.30%,9.30%,2003
James Jones,IND,23,6-8,215,Miami,USA,2003,2,49,6,1.2,0.3,0,-12.9,0.00%,9.50%,18.20%,35.40%,0.00%,2003
James Posey,MEM,27,6-8,215,Xavier,USA,1999,1,18,82,13.7,4.9,1.5,3.1,3.80%,13.30%,18.70%,61.40%,8.30%,2003
Jamison Brewer,IND,23,6-4,184,Auburn,USA,2001,2,40,13,2.5,0.8,1.3,6.2,1.30%,6.00%,13.40%,42.50%,17.90%,2003
Jannero Pargo,CHI,24,6-1,175,Arkansas,USA,Undrafted,Undrafted,Undrafted,31,6.7,1.2,2.3,-6.2,1.60%,6.10%,23.20%,49.10%,26.80%,2003
Jared Jeffries,WAS,22,6-11,230,Indiana,USA,2002,1,11,82,5.7,5.2,1.1,-4.2,8.80%,13.00%,14.60%,42.80%,8.30%,2003
Jarron Collins,UTA,25,6-11,255,Stanford,USA,2001,2,52,81,6,3.9,1,-3.4,7.10%,13.20%,13.10%,58.70%,7.80%,2003
Jarvis Hayes,WAS,22,6-7,220,Georgia,USA,2003,1,10,70,9.6,3.8,1.5,-6.8,3.30%,9.60%,18.20%,45.60%,9.20%,2003
Jason Collier,ATL,26,7-0,260,Georgia Tech,USA,2000,1,15,20,11.3,5.6,0.9,3.1,6.80%,13.80%,18.90%,55.80%,5.10%,2003
Jason Collins,NJN,25,7-0,260,Stanford,USA,2001,1,18,78,5.9,5.1,2,6.6,6.90%,12.10%,11.80%,49.70%,10.50%,2003
Jason Hart,SAS,26,6-3,185,Syracuse,USA,2000,2,49,53,3.3,1.5,1.5,9.6,1.60%,9.50%,14.00%,49.70%,21.10%,2003
Jason Kapono,CLE,23,6-8,213,UCLA,USA,2003,2,31,41,3.5,1.3,0.3,-7.5,4.30%,8.30%,16.50%,51.90%,6.00%,2003
Jason Kidd,NJN,31,6-4,212,California,USA,1994,1,2,67,15.5,6.4,9.2,7.8,3.50%,14.30%,23.50%,48.50%,42.20%,2003
Jason Richardson,GSW,23,6-6,225,Michigan State,USA,2001,1,5,78,18.7,6.7,2.9,-0.7,4.20%,13.60%,25.20%,50.40%,14.30%,2003
Jason Terry,ATL,26,6-2,180,Arizona,USA,1999,1,10,81,16.8,4.1,5.4,-4.1,1.70%,9.40%,22.60%,51.90%,26.10%,2003
Jason Williams,MEM,28,6-1,190,Florida,USA,1998,1,7,72,10.9,2,6.8,-0.1,1.20%,5.80%,18.30%,51.70%,36.50%,2003
Jeff Foster,IND,27,6-11,242,Southwest Texas State,USA,1999,1,21,82,6.1,7.4,0.8,12.5,13.20%,19.40%,11.50%,57.80%,5.10%,2003
Jeff McInnis,CLE,29,6-4,179,North Carolina,USA,1996,2,37,70,11.8,2.5,6.1,-0.1,1.40%,6.20%,17.60%,51.10%,29.00%,2003
Jeff Trepagnier,DEN,24,6-4,200,Southern California,USA,2001,2,35,11,2.3,1.4,0.4,-11.5,5.40%,9.40%,20.40%,30.80%,7.50%,2003
Jelani McCoy,CLE,26,6-10,245,UCLA,USA,1998,2,33,2,0,2,0,-31.8,7.10%,20.00%,2.90%,0.00%,0.00%,2003
Jermaine O'Neal,IND,25,6-11,242,None,USA,1996,1,17,78,20.1,10,2.1,8.1,7.10%,22.10%,29.80%,48.90%,11.90%,2003
Jerome Beasley,MIA,24,6-9,237,North Dakota,USA,2003,2,33,2,1,0.5,0,33.3,0.00%,12.50%,25.00%,33.30%,0.00%,2003
Jerome James,SEA,28,7-1,272,Florida A&M,USA,1998,2,36,65,5,3.5,0.5,2.5,8.30%,15.30%,18.00%,53.50%,5.30%,2003
Jerome Moiso,TOR,26,6-10,235,UCLA,France,2000,1,11,35,2.9,3.2,0.2,-3.4,9.90%,17.40%,14.50%,50.60%,3.70%,2003
Jerome Williams,CHI,31,6-9,206,Georgetown,USA,1996,1,26,68,6.2,7,1.1,-6.1,10.40%,19.50%,13.30%,52.20%,7.60%,2003
Jerry Stackhouse,WAS,29,6-6,218,North Carolina,USA,1995,1,3,26,13.9,3.6,4,-10.2,2.10%,10.50%,25.00%,49.40%,24.00%,2003
Jim Jackson,HOU,33,6-6,220,Ohio State,USA,1992,1,4,80,12.9,6.1,2.8,2.4,1.80%,13.60%,16.60%,54.00%,12.60%,2003
Jiri Welsch,BOS,24,6-7,208,None,Czech Republi...,2002,1,16,81,9.2,3.7,2.3,-2.1,2.80%,10.70%,17.00%,53.10%,14.00%,2003
Joe Johnson,PHX,23,6-7,235,Arkansas,USA,2001,1,10,82,16.7,4.7,4.4,-3.2,2.40%,9.10%,21.40%,49.10%,18.70%,2003
Joe Smith,MIL,28,6-10,225,Maryland,USA,1995,1,1,76,10.9,8.5,1,1.4,10.20%,18.30%,17.70%,51.00%,5.50%,2003
Joel Przybilla,ATL,24,7-1,255,Minnesota,USA,2000,1,9,17,2.9,6.5,0.4,-8.8,8.50%,22.50%,10.40%,38.50%,3.20%,2003
John Salmons,PHI,24,6-7,210,Miami,USA,2002,1,26,77,5.8,2.5,1.7,-3,2.50%,10.30%,15.60%,48.50%,15.50%,2003
John Wallace,MIA,30,6-9,225,Syracuse,USA,1996,1,18,37,4.3,1.6,0.4,-9.2,3.30%,13.50%,23.00%,48.60%,8.30%,2003
Jon Barry,DEN,34,6-5,210,Georgia Tech,USA,1992,1,21,57,6.2,2.2,2.6,0,2.10%,8.90%,14.70%,53.50%,21.70%,2003
Jonathan Bender,IND,23,7-0,219,None,USA,1999,1,5,21,7,1.9,0.4,-4.3,4.00%,11.90%,28.00%,58.40%,7.60%,2003
Josh Davis,ATL,23,6-8,240,Wyoming,USA,Undrafted,Undrafted,Undrafted,4,1.3,1.3,0,-8.3,4.20%,19.00%,12.70%,46.00%,0.00%,2003
Josh Howard,DAL,24,6-7,210,Wake Forest,USA,2003,1,29,67,8.6,5.5,1.4,7.2,9.10%,13.90%,17.80%,48.50%,8.50%,2003
Juan Dixon,WAS,25,6-3,164,Maryland,USA,2002,1,17,71,9.4,2.1,1.9,-7.1,2.00%,8.30%,23.60%,47.60%,17.60%,2003
Jumaine Jones,BOS,25,6-8,218,Georgia,USA,1999,1,27,42,2.2,1.6,0.3,-5.7,6.20%,11.60%,14.70%,43.80%,6.50%,2003
Juwan Howard,ORL,31,6-9,230,Michigan,USA,1994,1,5,81,17,7,2,-6.2,5.90%,14.40%,23.70%,51.30%,9.80%,2003
Kaniel Dickens,POR,25,6-8,215,Idaho,USA,2000,2,50,3,2.3,0.7,0,-11.1,12.50%,0.00%,14.30%,90.20%,0.00%,2003
Kareem Rush,LAL,23,6-6,215,Missouri,USA,2002,1,20,72,6.4,1.3,0.8,-1.6,1.60%,6.50%,18.00%,50.50%,8.00%,2003
Karl Malone,LAL,40,6-9,259,Louisiana Tech,USA,1985,1,13,42,13.2,8.7,3.9,7.6,4.60%,20.90%,19.20%,55.50%,18.50%,2003
Kedrick Brown,CLE,23,6-7,222,Northwest Florida State,USA,2001,1,11,55,5.3,2.7,1.2,3.2,4.30%,10.70%,13.70%,54.30%,10.60%,2003
Keith Bogans,ORL,24,6-5,215,Kentucky,USA,2003,2,43,73,6.8,4.3,1.3,-9.6,5.70%,12.20%,14.20%,49.90%,8.70%,2003
Keith McLeod,MIN,24,6-2,190,Bowling Green,USA,Undrafted,Undrafted,Undrafted,33,2.7,1,1.8,-7.4,1.40%,7.30%,15.80%,43.60%,25.80%,2003
Keith Van Horn,MIL,28,6-10,240,Utah,USA,1997,1,2,72,16.1,7,1.7,0.7,6.70%,15.00%,23.40%,56.40%,9.10%,2003
Kelvin Cato,HOU,29,6-11,275,Iowa State,USA,1997,1,15,69,6.1,6.8,1,2.9,9.50%,17.80%,13.70%,49.50%,6.90%,2003
Kendall Gill,CHI,36,6-5,216,Illinois,USA,1990,1,5,56,9.6,3.4,1.6,-9.2,4.00%,8.90%,21.60%,44.30%,12.20%,2003
Kendrick Perkins,BOS,19,6-10,280,None,USA,2003,1,27,10,2.2,1.4,0.3,28.7,14.30%,26.50%,27.00%,58.00%,11.50%,2003
Kenny Anderson,IND,33,6-1,168,Georgia Tech,USA,1991,1,2,44,6,1.8,2.8,3.9,2.10%,7.20%,16.40%,47.30%,22.90%,2003
Kenny Thomas,PHI,26,6-7,245,New Mexico,USA,1999,1,22,74,13.6,10.1,1.5,-3.3,10.20%,18.80%,19.40%,52.70%,7.70%,2003
Kenyon Martin,NJN,26,6-9,234,Cincinnati,USA,2000,1,1,65,16.7,9.5,2.5,4.9,6.10%,21.70%,24.60%,52.80%,13.40%,2003
Keon Clark,UTA,29,6-11,221,UNLV,USA,1998,1,13,2,2,3.5,0.5,26.3,3.40%,20.00%,10.20%,33.30%,6.30%,2003
Kerry Kittles,NJN,30,6-5,180,Villanova,USA,1996,1,8,82,13.1,4,2.5,4,2.00%,9.70%,17.80%,52.60%,12.60%,2003
Kevin Garnett,MIN,28,6-11,240,None,USA,1995,1,5,82,24.2,13.9,5,9.6,8.20%,26.50%,29.10%,54.70%,23.30%,2003
Kevin Ollie,CLE,31,6-2,195,Connecticut,USA,Undrafted,Undrafted,Undrafted,82,4.2,2.1,2.9,-0.7,1.70%,10.30%,13.40%,51.00%,27.60%,2003
Kevin Willis,SAS,41,7-0,245,Michigan State,USA,1984,1,11,48,3.4,2,0.2,-3.7,9.70%,16.40%,23.50%,49.10%,5.90%,2003
Keyon Dooling,LAC,24,6-3,190,Missouri,USA,2000,1,10,58,6.2,1.4,2.2,-6.9,1.50%,5.50%,17.90%,45.80%,19.80%,2003
Kirk Hinrich,CHI,23,6-3,190,Kansas,USA,2003,1,7,76,12,3.4,6.8,-4.3,1.50%,7.90%,18.20%,51.00%,32.00%,2003
Kirk Penney,MIA,23,6-5,220,Wisconsin,USA,Undrafted,Undrafted,Undrafted,2,1.5,0.5,0.5,-2.6,0.00%,5.00%,21.40%,25.00%,8.30%,2003
Kobe Bryant,LAL,25,6-6,220,None,USA,1996,1,13,65,24,5.5,5.1,6.1,4.20%,10.40%,28.10%,55.10%,23.70%,2003
Kurt Thomas,NYK,31,6-9,235,TCU,USA,1995,1,10,80,11.1,8.3,1.9,-0.1,6.00%,20.10%,18.30%,50.30%,9.80%,2003
Kwame Brown,WAS,22,6-11,248,None,USA,2001,1,1,74,10.9,7.4,1.5,-4.6,8.10%,16.90%,17.30%,54.70%,8.70%,2003
Kyle Korver,PHI,23,6-7,210,Creighton,USA,2003,2,51,74,4.5,1.5,0.5,-0.9,3.50%,9.50%,19.40%,48.90%,8.80%,2003
Lamar Odom,MIA,24,6-10,225,Rhode Island,USA,1999,1,4,80,17.1,9.7,4.1,1.2,5.40%,21.30%,24.30%,51.60%,20.30%,2003
Lamond Murray,TOR,31,6-7,236,California,USA,1994,1,7,33,6,2.7,0.8,-9.1,2.70%,15.70%,24.30%,42.80%,12.10%,2003
Larry Hughes,WAS,25,6-5,184,St. Louis,USA,1998,1,8,61,18.8,5.3,2.4,-4.9,4.40%,11.30%,27.30%,49.60%,14.40%,2003
Latrell Sprewell,MIN,33,6-5,195,Alabama,USA,1992,1,24,82,16.8,3.8,3.5,6.4,1.90%,7.90%,23.20%,49.30%,15.20%,2003
LeBron James,CLE,19,6-8,240,None,USA,2003,1,1,79,20.9,5.5,5.9,-2,3.10%,10.40%,27.60%,48.80%,26.80%,2003
Leandro Barbosa,PHX,21,6-3,176,None,Brazil,2003,1,28,70,7.9,1.8,2.4,-2.9,1.50%,6.70%,18.10%,55.30%,17.50%,2003
Lee Nailon,CLE,29,6-9,238,TCU,USA,1999,2,43,57,6,2.5,0.7,-12.4,8.00%,10.80%,22.20%,48.40%,9.00%,2003
Leon Smith,SEA,23,6-10,235,None,USA,1999,1,29,1,2,2,0,28.6,25.00%,25.00%,28.60%,50.00%,0.00%,2003
Lindsey Hunter,DET,33,6-2,195,Jackson State,USA,1993,1,10,33,3.5,2,2.6,9.7,2.10%,8.10%,12.50%,39.90%,21.60%,2003
Linton Johnson,CHI,24,6-8,205,Tulane,USA,Undrafted,Undrafted,Undrafted,41,4.2,4.5,0.7,-9.8,7.00%,16.60%,15.00%,39.40%,6.50%,2003
Lonny Baxter,WAS,25,6-8,260,Maryland,USA,2002,2,43,62,4,3,0.3,-5.7,8.50%,15.90%,16.80%,51.80%,5.00%,2003
Loren Woods,MIA,26,7-2,261,Arizona,USA,2001,2,45,38,3.2,3.5,0.3,-3,12.70%,14.90%,13.50%,50.30%,3.60%,2003
Lorenzen Wright,MEM,28,6-11,240,Memphis,USA,1996,1,7,65,9.4,6.8,1.1,0.2,8.60%,18.60%,19.40%,47.40%,7.20%,2003
Lucious Harris,NJN,33,6-5,205,Long Beach State,USA,1993,2,28,69,6.9,2,2,2.5,2.80%,6.90%,17.00%,48.10%,15.40%,2003
Luke Ridnour,SEA,23,6-2,175,Oregon,USA,2003,1,14,69,5.5,1.6,2.4,-7.5,3.00%,7.00%,18.70%,49.60%,26.60%,2003
Luke Walton,LAL,24,6-8,235,Arizona,USA,2003,2,32,72,2.4,1.8,1.6,3.2,5.40%,13.00%,13.50%,50.50%,24.60%,2003
Maciej Lampe,PHX,19,6-11,240,None,Poland,2003,2,30,21,4.6,2.1,0.4,-12.2,4.30%,15.20%,21.40%,51.20%,6.90%,2003
Malik Allen,MIA,26,6-10,255,Villanova,USA,Undrafted,Undrafted,Undrafted,45,4.2,2.6,0.4,-5.7,7.00%,12.70%,18.00%,44.90%,4.90%,2003
Malik Rose,SAS,29,6-7,255,Drexel,USA,1996,2,44,67,7.9,4.8,1,4.7,8.90%,16.50%,21.90%,52.60%,10.00%,2003
Mamadou N'diaye,ATL,29,7-0,255,Auburn,Senegal,2000,1,26,28,3.5,4,0,-5.7,11.00%,18.30%,13.30%,51.60%,0.00%,2003
Manu Ginobili,SAS,26,6-6,210,None,Argentina,1999,2,57,77,12.8,4.5,3.8,8.9,3.80%,11.40%,21.10%,53.60%,21.80%,2003
Marc Jackson,PHI,29,6-10,253,Temple,USA,1997,2,37,22,9.4,5.7,0.8,-2.1,7.40%,14.60%,18.10%,49.80%,5.40%,2003
Marcus Banks,BOS,22,6-2,200,UNLV,USA,2003,1,13,81,5.9,1.6,2.2,-3.8,2.30%,7.30%,20.00%,48.00%,22.60%,2003
Marcus Camby,DEN,30,6-11,225,Massachusetts,USA,1996,1,2,72,8.6,10.1,1.8,2.5,9.70%,24.40%,14.20%,51.10%,9.20%,2003
Marcus Fizer,CHI,25,6-8,260,Iowa State,USA,2000,1,4,46,7.8,4.4,0.9,-5.9,7.40%,19.80%,26.40%,44.70%,10.60%,2003
Marcus Haislip,MIL,23,6-10,230,Tennessee,USA,2002,1,13,31,3,1.7,0.1,4.7,8.00%,11.60%,15.60%,53.90%,2.40%,2003
Mark Blount,BOS,28,7-0,250,Pittsburgh,USA,1997,2,54,82,10.3,7.2,0.9,-0.7,8.90%,15.70%,15.90%,60.10%,5.30%,2003
Mark Jackson,HOU,39,6-3,195,St. John's,USA,1987,1,18,42,2.5,1.7,2.8,-0.2,1.90%,10.90%,13.90%,44.00%,33.60%,2003
Mark Madsen,MIN,28,6-9,245,Stanford,USA,2000,1,29,72,3.6,3.8,0.4,6.7,10.70%,11.20%,11.20%,50.60%,3.40%,2003
Mark Pope,DEN,31,6-10,235,Kentucky,USA,1996,2,52,4,0.5,0.8,0,-45.5,0.00%,13.00%,10.40%,41.00%,0.00%,2003
Marko Jaric,LAC,25,6-5,217,None,Serbia,2000,2,30,58,8.5,3,4.8,-2.7,2.50%,7.80%,15.70%,47.50%,25.80%,2003
Marquis Daniels,DAL,23,6-6,200,Auburn,USA,Undrafted,Undrafted,Undrafted,56,8.5,2.6,2.1,0.3,6.30%,7.80%,20.30%,53.60%,16.80%,2003
Mateen Cleaves,CLE,26,6-2,210,Michigan State,USA,2000,1,14,4,3.8,1.8,4.8,-10,1.10%,6.90%,13.70%,31.40%,25.70%,2003
Matt Barnes,LAC,24,6-7,235,UCLA,USA,2002,2,45,38,4.5,4,1.3,-13,7.20%,14.10%,12.60%,51.90%,11.60%,2003
Matt Carroll,SAS,23,6-6,212,Notre Dame,USA,Undrafted,Undrafted,Undrafted,16,1.2,0.4,0.1,-2.5,1.30%,6.90%,15.20%,51.00%,5.00%,2003
Matt Harpring,UTA,28,6-7,231,Georgia Tech,USA,1998,1,15,31,16.2,8,2,1.2,8.70%,14.80%,22.00%,52.40%,10.20%,2003
Maurice Carter,NOH,27,6-5,210,Louisiana State,USA,Undrafted,Undrafted,Undrafted,10,4.2,1.1,0.4,5.6,1.80%,8.10%,22.00%,47.90%,7.00%,2003
Maurice Taylor,HOU,27,6-9,255,Michigan,USA,1997,1,14,75,11.5,5.1,1.4,-1.5,6.90%,12.30%,22.60%,51.20%,10.50%,2003
Mehmet Okur,DET,25,6-11,249,None,Turkey,2001,2,37,71,9.6,5.9,1,8.4,10.20%,16.90%,21.00%,53.80%,8.10%,2003
Melvin Ely,LAC,26,6-10,261,Fresno State,USA,2002,1,12,42,3.7,2.4,0.5,2,9.10%,10.50%,16.60%,45.80%,7.50%,2003
Mengke Bateer,TOR,28,6-11,290,None,China,Undrafted,Undrafted,Undrafted,7,1.1,1.1,0.1,-14.7,13.20%,8.80%,10.10%,57.10%,4.50%,2003
Metta World Peace,IND,24,6-7,246,St. John's,USA,1999,1,16,73,18.3,5.3,3.7,9.1,3.80%,11.20%,25.80%,51.10%,18.40%,2003
Michael Bradley,ATL,25,6-10,225,Villanova,USA,2001,1,17,16,0.9,1.4,0.1,-4.9,6.50%,18.90%,11.00%,47.20%,1.90%,2003
Michael Curry,TOR,35,6-5,210,Georgia Southern,USA,Undrafted,Undrafted,Undrafted,70,2.9,1.2,0.8,-7,1.90%,5.30%,10.80%,46.00%,8.30%,2003
Michael Doleac,DEN,27,6-11,262,Utah,USA,1998,1,12,72,4.5,3.7,0.6,-5,8.30%,17.50%,17.20%,47.10%,7.80%,2003
Michael Finley,DAL,31,6-7,225,Wisconsin,USA,1995,1,21,72,18.6,4.5,2.9,4.8,2.70%,8.90%,20.80%,53.90%,11.70%,2003
Michael Olowokandi,MIN,29,7-0,270,Pacific,Nigeria,1998,1,1,43,6.5,5.7,0.6,10.1,9.30%,16.20%,18.90%,44.60%,4.10%,2003
Michael Redd,MIL,24,6-6,215,Ohio State,USA,2000,2,43,82,21.7,5,2.3,-1.3,3.90%,9.60%,25.40%,54.40%,11.20%,2003
Michael Ruffin,UTA,27,6-8,246,Tulsa,USA,1999,2,32,41,2.2,5,1,-2.8,10.80%,20.80%,11.10%,34.40%,9.20%,2003
Michael Stewart,BOS,29,6-10,230,California,USA,Undrafted,Undrafted,Undrafted,25,0.5,1.2,0,-16.5,5.10%,15.20%,4.80%,47.20%,0.00%,2003
Michael Sweetney,NYK,21,6-8,260,Georgetown,USA,2003,1,9,42,4.3,3.7,0.3,3.7,14.30%,18.40%,17.80%,54.40%,4.90%,2003
Mickael Pietrus,GSW,22,6-6,210,None,France,2003,1,11,53,5.3,2.2,0.5,4.6,6.30%,9.40%,17.90%,52.80%,6.00%,2003
Mike Bibby,SAC,26,6-1,190,Arizona,USA,1998,1,2,82,18.4,3.4,5.4,5.9,2.40%,6.90%,22.70%,56.40%,24.10%,2003
Mike Dunleavy,GSW,23,6-9,230,Duke,USA,2002,1,3,75,11.7,5.9,2.9,-4.4,3.70%,15.20%,17.90%,54.70%,16.10%,2003
Mike James,DET,29,6-2,188,Duquesne,USA,Undrafted,Undrafted,Undrafted,81,9.3,2.9,4.2,1.2,1.30%,9.30%,17.10%,52.80%,25.40%,2003
Mike Miller,MEM,24,6-8,218,Florida,USA,2000,1,5,65,11.1,3.3,3.6,3.1,2.40%,10.20%,19.50%,53.20%,21.00%,2003
Mike Wilks,HOU,25,5-11,180,Rice,USA,Undrafted,Undrafted,Undrafted,26,1.9,0.6,0.7,9.1,2.60%,8.00%,16.80%,60.60%,22.40%,2003
Mikki Moore,UTA,28,7-0,225,Nebraska,USA,Undrafted,Undrafted,Undrafted,32,4.1,2.6,0.6,-1.5,7.50%,15.30%,15.70%,56.80%,9.70%,2003
Milt Palacio,TOR,26,6-3,195,Colorado State,Belize,Undrafted,Undrafted,Undrafted,59,4.4,1.7,3.1,-7.2,1.30%,7.40%,16.40%,39.20%,28.50%,2003
Mitchell Butler,WAS,33,6-5,210,UCLA,USA,Undrafted,Undrafted,Undrafted,41,3.3,1.7,0.8,2,4.30%,8.10%,12.20%,49.80%,9.30%,2003
Mo Williams,UTA,21,6-1,185,Alabama,USA,2003,2,47,57,5,1.3,1.3,-4.6,3.00%,7.00%,21.80%,43.30%,19.60%,2003
Moochie Norris,NYK,30,6-2,188,West Florida,USA,1996,2,33,66,3.5,1,1.8,-1.8,1.30%,7.00%,17.30%,47.10%,25.80%,2003
Morris Peterson,TOR,26,6-7,215,Michigan State,USA,2000,1,21,82,8.3,3.2,1.4,-1.3,1.70%,10.80%,15.40%,53.90%,9.50%,2003
Nazr Mohammed,NYK,26,6-10,250,Kentucky,USA,1998,1,29,80,7.4,5.9,0.5,-5.9,11.30%,19.00%,17.80%,54.20%,3.90%,2003
Ndudi Ebi,MIN,20,6-9,200,None,USA,2003,1,26,17,0.8,0.2,0.2,-16.7,6.50%,2.60%,25.70%,41.20%,20.00%,2003
Nene,DEN,21,6-11,260,None,Brazil,2002,1,7,77,11.8,6.5,2.2,5.7,6.40%,14.20%,16.90%,57.80%,10.40%,2003
Nick Van Exel,GSW,32,6-1,195,Cincinnati,USA,1993,2,37,39,12.6,2.7,5.3,-7.1,1.30%,7.20%,21.50%,46.90%,28.10%,2003
Nikoloz Tskitishvili,DEN,21,7-0,225,None,Georgia,2002,1,5,39,2.7,1.6,0.3,-7.2,6.80%,13.20%,20.60%,39.30%,5.70%,2003
Olden Polynice,LAC,39,6-10,250,Virginia,USA,1987,1,8,2,0,1,0.5,4.5,11.10%,9.10%,17.40%,0.00%,14.30%,2003
Oliver Miller,MIN,34,6-9,315,Arkansas,USA,1992,1,22,48,2.5,2.7,0.8,-0.6,9.80%,16.20%,13.00%,54.90%,11.50%,2003
Omar Cook,POR,22,6-1,190,St. John's,USA,2001,2,31,17,0.8,0.4,1.4,-10.5,2.20%,2.40%,11.80%,25.90%,28.60%,2003
Othella Harrington,NYK,30,6-9,235,Georgetown,USA,1996,2,30,56,4.6,3.2,0.5,-4,7.00%,14.30%,15.90%,54.60%,5.90%,2003
P.J. Brown,NOH,34,6-11,239,Louisiana Tech,USA,1992,2,29,80,10.5,8.6,1.9,2,8.50%,16.60%,14.70%,52.70%,9.70%,2003
Pat Garrity,ORL,27,6-9,238,Notre Dame,USA,1998,1,19,2,1,0,0.5,-41.8,0.00%,0.00%,6.80%,33.30%,8.30%,2003
Pau Gasol,MEM,23,7-0,240,None,Spain,2001,1,3,78,17.7,7.7,2.5,2.1,8.50%,16.30%,26.40%,54.20%,14.30%,2003
Paul Grant,UTA,30,7-0,245,Wisconsin,USA,1997,1,20,10,2.5,1.7,0.3,-9.3,7.50%,11.40%,16.30%,47.10%,6.30%,2003
Paul Pierce,BOS,26,6-6,230,Kansas,USA,1998,1,10,80,23,6.5,5.1,-1.2,2.30%,14.40%,29.90%,51.70%,24.90%,2003
Paul Shirley,CHI,26,6-10,230,Iowa State,USA,Undrafted,Undrafted,Undrafted,7,3,2.3,0.6,-15.8,9.30%,10.10%,17.00%,43.20%,9.80%,2003
Peja Stojakovic,SAC,27,6-10,229,None,Serbia,1996,1,14,81,24.2,6.3,2.1,6.7,2.90%,12.60%,23.40%,62.40%,9.00%,2003
Popeye Jones,GSW,34,6-8,265,Murray State,USA,1992,2,41,5,0,0.2,0,-39.9,9.10%,0.00%,8.00%,0.00%,0.00%,2003
Predrag Drobnjak,LAC,28,6-11,272,None,Serbia,1997,2,48,61,6.3,3.2,0.6,-12.3,5.40%,15.70%,21.40%,45.80%,7.80%,2003
Primoz Brezec,IND,24,7-1,252,None,Slovenia,2000,1,27,18,1.6,0.8,0.2,-11.9,7.90%,15.40%,21.70%,48.90%,10.00%,2003
Quentin Richardson,LAC,24,6-5,238,DePaul,USA,2000,1,18,65,17.2,6.4,2.1,-3.9,6.00%,11.70%,23.60%,48.40%,10.80%,2003
